Category-Item,vehicle-class,Unnamed: 0_level_0-Unnamed: 0_level_1,Comfort-Air conditioning,Comfort-Central door locking,Comfort-Cruise control,Comfort-Dual zone climatronic,Comfort-Electric windows,Comfort-Keyless entry,Comfort-Parking sensors,Comfort-Power steering,Comfort-Start / stop system,Comfort-Start button,Drive-Drive system,Drive-Fuel,Drive-Total max power,Drive-Total max torque,Drive-Wheel drive,Electric Engine-Battery capacity,Electric Engine-Battery type,Electric Engine-Battery voltage,Electric Engine-Charging 230V/16A,Electric Engine-Engine type,Electric Engine-Max torque,Electric Engine-Number of engines,Electric Engine-Total max power,Electric Engine-Battery range,Electric Engine-Power consumption,Exterior sizes-Height,Exterior sizes-Length,Exterior sizes-Wheelbase,Exterior sizes-Width,Exterior sizes-Ground clearance,Fuel Engine-Capacity,Fuel Engine-Catalyst,Fuel Engine-Cylinders,Fuel Engine-Engine type,Fuel Engine-Fuel system,Fuel Engine-Fuel tank,Fuel Engine-Max power RPM,Fuel Engine-Max power,Fuel Engine-Max torque RPM,Fuel Engine-Max torque,Fuel Engine-Turbo,Fuel Engine-Valves per cylinder,General Specifications-Carbody,General Specifications-Doors number,General Specifications-End date,General Specifications-Last new price,General Specifications-Number of car seats,General Specifications-Release date,General Specifications-Transmission,Performance-Acceleration 0-100 km/h,Performance-Average consumption,Performance-CO2 Emission,Performance-Energy level,Performance-Extra-urban consumption,Performance-Top speed,Performance-Urban consumption,Transmission  / Gear ratio-Final drive,Transmission  / Gear ratio-RPM at 120 km/h (theoretical),Weights-Empty mass,Weights-Max. permissible mass,Weights-Max. roof load,Fuel Engine-Stroke,Chassis-Rolling Radius Static,Chassis-Rolling Radius Dynamic,Transmission  / Gear ratio-Gear Box Ratios,Weights-Unladen mass,Weights-Running order mass,Weights-Reference mass,Weights-Inertia mass,Exterior sizes-Frontal area,Class-Euro standard car segments
7979,M,9565,yes,yes,yes,no,,no,525,yes,no,,fuel engine,petrol,88,160,front,,,,,,,,,,,1.801,4.38,2.728,1.81,,1598,regular,4,ohc,multipoint injection,60,6000,88,4250,160,no,4,mpv,5,available,28150,5,2013,manual,12,7.3,169,E,6,177,9.6,5.07,3700,1295,2000,100,85.5,294.435,314.3203883,[3.45- 1.87- 1.29- 0.95- 0.74],1254.5,1329.5,1354.5,1360,3.25981,M
7976,M,9561,yes,yes,no,no,,no,525,yes,no,,fuel engine,diesel,68,215,front,,,,,,,,,,,1.801,4.38,2.728,1.81,,1560,particle filter,4,ohc,common rail,60,4000,68,1750,215,no,2,mpv,5,available,29590,5,2012,manual,14.3,4.9,129,E,4.6,165,5.5,4.18,2700,1404,2070,100,88.3,294.435,314.3203883,[3.45- 1.87- 1.16- 0.82- 0.66],1363.5,1438.5,1463.5,1470,3.25981,M
22563,J,31175,yes,yes,yes,no,,450,yes,yes,yes,,fuel engine,petrol,90,200,front,,,,,,,,,,,1.703,4.426,2.604,1.809,,1390,regular,4,dohc,direct injection,64,5000,90,1500,200,yes,4,suv/crossover,5,available,31950,5,2013,manual,10.9,6.5,152,D,5.5,185,8.3,3.27,2450,1401,2080,75,75.6,316.715,335.0970874,[3.77- 2.09- 1.32- 0.98- 0.98- 0.81],1357.8,1432.8,1457.8,1470,3.080727,J
22591,J,31205,yes,yes,yes,no,,450,yes,yes,no,,fuel engine,diesel,130,350,front+rear,,,,,,,,,,,1.703,4.426,2.604,1.809,,1968,particle filter,4,dohc,common rail,64,4200,130,1750,350,yes,4,suv/crossover,5,available,49990,5,2013,manual,8.5,5.8,151,G,5.2,202,6.7,3.05,2150,1578,2240,75,95.5,316.715,335.0970874,[3.92- 2.05- 1.75- 1.23- 0.94- 0.77],1534.8,1609.8,1634.8,1590,3.080727,J
34202,J,48652,yes,yes,yes,no,,yes,yes,yes,no,,fuel engine,petrol,88,190,front,,,,,,,,,,,1.566,4.122,2.606,1.778,,1196,regular,4,dohc,direct injection,45,4900,88,2000,190,yes,4,suv/crossover,5,available,25190,5,2015,automatic,10.9,5.4,125,B,4.7,192,6.6,3.95,2650,1155,1726,,73.1,303.845,319.0776699,[3.92- 2.43- 1.44- 1.02- 0.87- 0.7],1124.625,1199.625,1224.625,1250,2.784348,J
34196,J,48646,yes,yes,yes,no,,yes,,yes,yes,,fuel engine,diesel,66,220,front,,,,,,,,,,,1.566,4.122,2.606,1.778,,1461,particle filter,4,dohc,common rail,45,4000,66,1750,220,yes,2,suv/crossover,5,available,23790,5,2013,manual,13.1,3.7,95,C,3.4,171,4.2,3.56,2250,1145,1729,,80.5,303.845,319.0776699,[3.73- 1.96- 1.23- 0.9- 0.66],1114.625,1189.625,1214.625,1130,2.784348,J
40170,J,57148,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,85,190,front,,,,,,,,,,,1.59,4.377,2.646,1.806,,1197,regular,4,dohc,direct injection,55,4500,85,2000,190,yes,4,suv/crossover,5,2015,30190,5,2014,manual,11.3,5.8,129,B,4.9,183,6.9,4.21,2500,1250,1860,75,73.1,320.275,332.5728155,[3.73- 1.95- 1.32- 0.98- 0.76- 0.64],1212.875,1287.875,1312.875,1250,2.87154,J
44599,J,63482,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,96,320,front,,,,,,,,,,,1.59,4.377,2.646,1.806,,1598,particle filter,4,dohc,common rail,55,4000,96,1750,320,yes,4,suv/crossover,5,available,35500,5,2014,manual,10.5,4.4,115,D,3.9,190,5.2,4.13,2300,1340,1960,75,79.5,320.275,332.5728155,[3.73- 2.04- 1.32- 0.95- 0.72- 0.6],1302.875,1377.875,1402.875,1360,2.87154,J
5358,J,6629,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,162,350,front+rear,,,,,,,,,,,1.608,4.388,2.603,1.831,,1984,regular,4,dohc,direct injection,64,4500,162,1500,350,yes,4,suv/crossover,5,available,52700,5,2015,automatic,6.4,6.7,154,D,5.9,233,8.1,3.94,2300,1540,2165,75,92.8,316.715,335.0970874,[3.56- 2.53- 1.68- 1.02- 0.79- 0.76- 0.64],1496.8,1571.8,1596.8,1590,2.944248,J
5338,J,6609,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,135,380,front+rear,,,,,,,,,,,1.608,4.388,2.603,1.831,,1968,particle filter,4,dohc,common rail,64,3500,135,1800,380,yes,4,suv/crossover,5,available,51560,5,2015,manual,7.9,5.2,137,F,4.5,219,6.5,3.37,2400,1580,2205,75,95.5,316.715,335.0970874,[3.92- 2.05- 1.75- 1.23- 0.94- 0.77],1536.8,1611.8,1636.8,1590,2.944248,J
34024,J,48459,yes,yes,yes,no,,no,yes,yes,no,,fuel engine,petrol,60,118,front,,,,,,,,,,,1.556,4.159,2.538,1.739,,1199,regular,3,dohc,multipoint injection,50,5750,60,2750,118,no,4,suv/crossover,5,available,21250,5,2014,manual,13.5,4.9,114,B,4.3,169,6,4.54,3450,1020,1582,,90.5,294.46,310.8737864,[3.41- 1.72- 1.28- 0.98- 0.77],986.25,1061.25,1086.25,1020,2.705884,J
34015,J,48450,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,88,300,front,,,,,,,,,,,1.556,4.159,2.538,1.739,,1560,regular,4,dohc,common rail,50,3500,88,1750,300,yes,4,suv/crossover,5,available,26750,5,2015,manual,10.4,3.7,96,C,3.3,192,4.3,3.74,2250,1175,1726,,88.3,294.46,310.8737864,[3.85- 2.09- 1.39- 0.99- 0.73- 0.61],1141.25,1216.25,1241.25,1250,2.705884,J
7836,J,9408,yes,yes,yes,no,,no,no,yes,yes,,fuel engine,petrol,103,200,front,,,,,,,,,,,1.658,4.278,2.555,1.777,,1364,regular,4,dohc,multipoint injection,53,4900,103,1850,200,yes,4,suv/crossover,5,available,23995,5,2013,manual,9.9,5.9,139,C,5,193,7.4,,,1294,1828,75,82.6,316.52,334.8543689,[3.82- 2.05- 1.3- 0.96- 0.74- 0.61],1258.225,1333.225,1358.225,1360,2.946266,J
7839,J,9411,yes,yes,yes,no,,no,no,yes,yes,,fuel engine,diesel,100,320,front,,,,,,,,,,,1.658,4.278,2.555,1.777,,1598,particle filter,4,dohc,common rail,52,3500,100,2000,320,yes,4,suv/crossover,5,available,28595,5,2015,manual,9.9,4.1,109,D,3.8,191,4.7,,,1349,1883,75,80.1,316.52,334.8543689,[3.82],1313.9,1388.9,1413.9,1360,2.946266,J
9738,J,12034,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,110,240,front,,,,,,,,,,,1.702,4.524,2.69,1.838,,1498,regular,4,dohc,direct injection,60,6000,110,1500,240,yes,4,suv/crossover,5,available,34955,5,2014,manual,9.7,6.2,143,C,5.3,195,7.8,2.96,2550,1479,2100,75,76.4,320.25,336.0194175,[3.82- 2.15- 1.42- 1.03- 1.13- 0.94],1438.5,1513.5,1538.5,1470,3.128276,J
9754,J,12050,yes,yes,yes,yes,,no,no,yes,no,,fuel engine,diesel,132,400,front,,,,,,,,,,,1.701,4.524,2.69,1.838,,1997,particle filter,4,dohc,common rail,60,3500,132,2000,400,yes,4,suv/crossover,5,available,45860,5,2014,manual,9.2,5.2,135,E,4.7,202,6,3.24,2350,1602,2250,75,88,316.715,335.0970874,[3.58- 1.95- 1.24- 0.87- 0.94- 0.79],1561.5,1636.5,1661.5,1590,3.126438,J
9872,J,12277,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,375,625,front+rear,,,,,,,,,,,1.835,4.999,2.922,1.983,,5000,regular,8,dohc,multipoint injection,105,6000,375,2500,625,yes,4,suv/crossover,5,available,235700,5,2014,automatic,5.4,12.8,299,G,9.7,225,18.3,3.31,1800,2330,3150,100,93,363.395,382.7669903,[4.7- 3.13- 2.1- 1.67- 1.29- 1.0- 0.84- 0.67],2259.125,2334.125,2359.125,2270,3.638805,J
9856,J,12261,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,190,600,front+rear,,,,,,,,,,,1.84,5.199,3.12,1.983,,2993,particle filter,6,dohc,common rail,85,4000,190,2000,600,yes,4,suv/crossover,5,available,148500,5,2014,automatic,7.9,6.9,182,C,6.3,210,7.8,3.21,1750,2301,3050,100,90,363.395,382.7669903,[4.7- 3.13- 2.1- 1.67- 1.29- 1.0- 0.84- 0.67],2243.625,2318.625,2343.625,2270,3.64872,J
6446,J,7929,yes,yes,yes,yes,,660,yes,yes,no,,fuel engine,petrol,177,340,front+rear,,,,,,,,,,,1.724,4.599,2.741,1.895,,1999,regular,4,dohc,multipoint injection,70,5500,177,1750,340,yes,4,suv/crossover,5,available,73200,5,2014,automatic,8.2,8.2,191,E,,199,,3.75,,1744,2505,75,83.1,342.115,359.7572816,[4.15- 2.37- 1.56- 1.16- 0.86- 0.69],1696.75,1771.75,1796.75,1810,3.26698,J
8866,J,11013,yes,yes,440,no,,no,410,yes,yes,,fuel engine,diesel,110,420,front+rear,,,,,,,,,,,1.74,4.5,2.66,1.91,,2179,particle filter,4,dohc,common rail,68,4000,110,1750,420,yes,4,suv/crossover,5,2014,42930,5,2012,manual,11.7,6.2,165,F,5.6,181,7.4,4.53,2100,1710,2505,75,96,335.045,357.9126214,[3.75- 1.91- 1.18- 0.84- 0.65- 0.54],1664.1,1739.1,1764.1,1700,3.3234,J
9001,J,11169,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,285,530,front+rear,,,,,,,,,,,1.956,4.267,2.4,1.76,,5461,regular,8,ohc,multipoint injection,96,6000,285,2800,530,no,4,suv/crossover,2,2014,198900,4,2013,automatic,5.9,14.9,348,G,11.9,210,20,4.38,2600,2235,2850,,90.5,352.62,376.3106796,[4.38- 2.86- 1.92- 1.37- 1.0- 0.82- 0.73],2170.2,2245.2,2270.2,2270,3.44256,J
8996,J,11164,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,diesel,155,540,front+rear,,,,,,,,,,,1.951,4.672,2.85,1.76,,2987,particle filter,6,dohc,common rail,96,3400,155,1600,540,yes,4,suv/crossover,5,available,170450,5,2012,automatic,9.1,11.2,295,G,9.8,175,13.6,4.38,2600,2470,3200,200,92,347.89,377.3786408,[4.38- 2.86- 1.92- 1.37- 1.0- 0.82- 0.73],2405.2,2480.2,2505.2,2270,3.43376,J
9551,J,11796,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,423,750,front+rear,,,,,,,,,,,1.754,4.88,2.933,1.985,,4395,regular,8,dohc,direct injection,85,6000,423,2200,750,yes,4,suv/crossover,5,available,164700,05-Jul,2015,automatic,4.2,11.1,258,G,9,250,14.7,3.15,1750,2250,2970,100,88.3,342.92,357.2815534,[5.0- 3.2- 2.14- 1.72- 1.31- 1.0- 0.82- 0.64],2192.625,2267.625,2292.625,2270,3.48169,J
6222,J,7592,yes,yes,yes,yes,,630,no,yes,yes,,fuel engine,diesel,190,560,front+rear,,,,,,,,,,,1.661,4.657,2.81,1.881,,2993,particle filter,6,dohc,common rail,67,4000,190,1500,560,yes,4,suv/crossover,5,available,70886,5,2014,automatic,5.9,5.9,156,E,5.6,232,6.5,2.81,1700,1795,2410,100,90,321.2,340.6796117,[4.71- 3.14- 2.11- 1.67- 1.29- 1.0- 0.84- 0.67],1749.775,1824.775,1849.775,1810,3.124341,J
